date,lhd_2010_code,lhd_2010_name,lga_code19,lga_name19,postcode,test_count,case_count
10/4/2021,X700,Sydney,17200,Sydney (C),2042,25,1
21/4/2021,X700,Sydney,17200,Sydney (C),2009,23,2
14/5/2021,X700,Sydney,17200,Sydney (C),2008,27,1
16/6/2021,X700,Sydney,17200,Sydney (C),2050,38,1
22/6/2021,X700,Sydney,17200,Sydney (C),2016,205,1
23/6/2021,X700,Sydney,17200,Sydney (C),2016,212,1
24/6/2021,X700,Sydney,17200,Sydney (C),2017,447,2
25/6/2021,X700,Sydney,17200,Sydney (C),2017,465,1
26/6/2021,X700,Sydney,17200,Sydney (C),2017,602,1
26/6/2021,X700,Sydney,17200,Sydney (C),2018,325,1
27/6/2021,X700,Sydney,17200,Sydney (C),2017,383,1
2/7/2021,X700,Sydney,17200,Sydney (C),2018,263,1
4/7/2021,X700,Sydney,17200,Sydney (C),2042,156,1
10/7/2021,X700,Sydney,17200,Sydney (C),2008,108,1
10/7/2021,X700,Sydney,17200,Sydney (C),2009,99,2
12/7/2021,X700,Sydney,17200,Sydney (C),2018,257,2
13/7/2021,X700,Sydney,17200,Sydney (C),2018,401,1
16/7/2021,X700,Sydney,17200,Sydney (C),2018,219,1
21/7/2021,X700,Sydney,17200,Sydney (C),2009,89,1
25/7/2021,X700,Sydney,17200,Sydney (C),2042,162,1
26/7/2021,X700,Sydney,17200,Sydney (C),2017,309,1
26/7/2021,X700,Sydney,17200,Sydney (C),2018,185,1
27/7/2021,X700,Sydney,17200,Sydney (C),2009,103,1
27/7/2021,X700,Sydney,17200,Sydney (C),2018,179,1
27/7/2021,X700,Sydney,17200,Sydney (C),2042,228,1
28/7/2021,X700,Sydney,17200,Sydney (C),2009,121,1
30/7/2021,X700,Sydney,17200,Sydney (C),2009,327,1
2/8/2021,X700,Sydney,17200,Sydney (C),2009,335,1
2/8/2021,X700,Sydney,17200,Sydney (C),2017,333,2
3/8/2021,X700,Sydney,17200,Sydney (C),2042,207,1
4/8/2021,X700,Sydney,17200,Sydney (C),2009,104,1
5/8/2021,X700,Sydney,17200,Sydney (C),2009,393,2
5/8/2021,X700,Sydney,17200,Sydney (C),2042,212,1
6/8/2021,X700,Sydney,17200,Sydney (C),2016,178,2
6/8/2021,X700,Sydney,17200,Sydney (C),2037,164,1
9/8/2021,X700,Sydney,17200,Sydney (C),2009,140,3
9/8/2021,X700,Sydney,17200,Sydney (C),2018,244,1
9/8/2021,X700,Sydney,17200,Sydney (C),2042,502,1
10/8/2021,X700,Sydney,17200,Sydney (C),2009,403,1
11/8/2021,X700,Sydney,17200,Sydney (C),2009,215,1
12/8/2021,X700,Sydney,17200,Sydney (C),2016,200,1
13/8/2021,X700,Sydney,17200,Sydney (C),2016,258,1
13/8/2021,X700,Sydney,17200,Sydney (C),2017,453,2
14/8/2021,X700,Sydney,17200,Sydney (C),2009,138,2
15/8/2021,X700,Sydney,17200,Sydney (C),2007,90,1
15/8/2021,X700,Sydney,17200,Sydney (C),2016,146,1
15/8/2021,X700,Sydney,17200,Sydney (C),2017,385,1
16/8/2021,X700,Sydney,17200,Sydney (C),2007,100,1
16/8/2021,X700,Sydney,17200,Sydney (C),2016,209,1
16/8/2021,X700,Sydney,17200,Sydney (C),2017,512,2
17/8/2021,X700,Sydney,17200,Sydney (C),2009,194,1
17/8/2021,X700,Sydney,17200,Sydney (C),2018,324,1
17/8/2021,X700,Sydney,17200,Sydney (C),2037,205,1
18/8/2021,X700,Sydney,17200,Sydney (C),2007,124,3
18/8/2021,X700,Sydney,17200,Sydney (C),2009,153,1
18/8/2021,X700,Sydney,17200,Sydney (C),2015,268,1
18/8/2021,X700,Sydney,17200,Sydney (C),2017,422,1
18/8/2021,X700,Sydney,17200,Sydney (C),2042,286,1
19/8/2021,X700,Sydney,17200,Sydney (C),2017,440,1
19/8/2021,X700,Sydney,17200,Sydney (C),2018,369,1
20/8/2021,X700,Sydney,17200,Sydney (C),2015,279,2
20/8/2021,X700,Sydney,17200,Sydney (C),2017,422,3
20/8/2021,X700,Sydney,17200,Sydney (C),2037,166,8
20/8/2021,X700,Sydney,17200,Sydney (C),2050,131,1
21/8/2021,X700,Sydney,17200,Sydney (C),2007,82,1
21/8/2021,X700,Sydney,17200,Sydney (C),2008,80,1
21/8/2021,X700,Sydney,17200,Sydney (C),2017,613,2
21/8/2021,X700,Sydney,17200,Sydney (C),2037,219,5
22/8/2021,X700,Sydney,17200,Sydney (C),2007,110,1
22/8/2021,X700,Sydney,17200,Sydney (C),2009,150,1
22/8/2021,X700,Sydney,17200,Sydney (C),2015,157,2
22/8/2021,X700,Sydney,17200,Sydney (C),2017,542,1
22/8/2021,X700,Sydney,17200,Sydney (C),2037,178,1
22/8/2021,X700,Sydney,17200,Sydney (C),2043,104,1
23/8/2021,X700,Sydney,17200,Sydney (C),2008,169,1
23/8/2021,X700,Sydney,17200,Sydney (C),2009,213,1
23/8/2021,X700,Sydney,17200,Sydney (C),2015,272,1
23/8/2021,X700,Sydney,17200,Sydney (C),2017,602,1
23/8/2021,X700,Sydney,17200,Sydney (C),2037,226,3
23/8/2021,X700,Sydney,17200,Sydney (C),2042,254,1
24/8/2021,X700,Sydney,17200,Sydney (C),2007,155,1
24/8/2021,X700,Sydney,17200,Sydney (C),2008,84,1
24/8/2021,X700,Sydney,17200,Sydney (C),2009,140,2
24/8/2021,X700,Sydney,17200,Sydney (C),2015,145,1
24/8/2021,X700,Sydney,17200,Sydney (C),2016,156,1
24/8/2021,X700,Sydney,17200,Sydney (C),2017,356,1
24/8/2021,X700,Sydney,17200,Sydney (C),2018,239,1
24/8/2021,X700,Sydney,17200,Sydney (C),2037,199,3
24/8/2021,X700,Sydney,17200,Sydney (C),2050,98,1
25/8/2021,X700,Sydney,17200,Sydney (C),2008,126,2
25/8/2021,X700,Sydney,17200,Sydney (C),2016,194,1
25/8/2021,X700,Sydney,17200,Sydney (C),2017,518,2
25/8/2021,X700,Sydney,17200,Sydney (C),2018,459,1
25/8/2021,X700,Sydney,17200,Sydney (C),2050,132,1
26/8/2021,X700,Sydney,17200,Sydney (C),2009,162,3
26/8/2021,X700,Sydney,17200,Sydney (C),2015,172,2
26/8/2021,X700,Sydney,17200,Sydney (C),2018,323,5
27/8/2021,X700,Sydney,17200,Sydney (C),2007,118,3
27/8/2021,X700,Sydney,17200,Sydney (C),2009,167,1
27/8/2021,X700,Sydney,17200,Sydney (C),2015,234,1
27/8/2021,X700,Sydney,17200,Sydney (C),2016,160,3
27/8/2021,X700,Sydney,17200,Sydney (C),2017,473,1
27/8/2021,X700,Sydney,17200,Sydney (C),2018,302,2
27/8/2021,X700,Sydney,17200,Sydney (C),2037,189,1
27/8/2021,X700,Sydney,17200,Sydney (C),2050,122,3
28/8/2021,X700,Sydney,17200,Sydney (C),2009,141,1
28/8/2021,X700,Sydney,17200,Sydney (C),2015,131,2
28/8/2021,X700,Sydney,17200,Sydney (C),2016,257,4
28/8/2021,X700,Sydney,17200,Sydney (C),2017,332,7
28/8/2021,X700,Sydney,17200,Sydney (C),2018,301,1
28/8/2021,X700,Sydney,17200,Sydney (C),2037,158,1
28/8/2021,X700,Sydney,17200,Sydney (C),2042,208,1
28/8/2021,X700,Sydney,17200,Sydney (C),2050,102,1
29/8/2021,X700,Sydney,17200,Sydney (C),2008,156,1
29/8/2021,X700,Sydney,17200,Sydney (C),2009,141,1
29/8/2021,X700,Sydney,17200,Sydney (C),2015,197,1
29/8/2021,X700,Sydney,17200,Sydney (C),2016,203,1
29/8/2021,X700,Sydney,17200,Sydney (C),2017,490,1
29/8/2021,X700,Sydney,17200,Sydney (C),2018,511,3
29/8/2021,X700,Sydney,17200,Sydney (C),2037,262,1
29/8/2021,X700,Sydney,17200,Sydney (C),2042,285,1
29/8/2021,X700,Sydney,17200,Sydney (C),2043,103,2
30/8/2021,X700,Sydney,17200,Sydney (C),2008,162,1
30/8/2021,X700,Sydney,17200,Sydney (C),2015,333,3
30/8/2021,X700,Sydney,17200,Sydney (C),2016,195,2
30/8/2021,X700,Sydney,17200,Sydney (C),2017,549,1
30/8/2021,X700,Sydney,17200,Sydney (C),2018,516,2
30/8/2021,X700,Sydney,17200,Sydney (C),2043,133,1
30/8/2021,X700,Sydney,17200,Sydney (C),2050,284,1
31/8/2021,X700,Sydney,17200,Sydney (C),2015,201,3
31/8/2021,X700,Sydney,17200,Sydney (C),2016,199,8
31/8/2021,X700,Sydney,17200,Sydney (C),2017,508,2
31/8/2021,X700,Sydney,17200,Sydney (C),2018,402,1
31/8/2021,X700,Sydney,17200,Sydney (C),2037,206,4
31/8/2021,X700,Sydney,17200,Sydney (C),2042,275,1
31/8/2021,X700,Sydney,17200,Sydney (C),2043,138,3
31/8/2021,X700,Sydney,17200,Sydney (C),2050,210,2
1/9/2021,X700,Sydney,17200,Sydney (C),2015,323,1
1/9/2021,X700,Sydney,17200,Sydney (C),2016,456,1
1/9/2021,X700,Sydney,17200,Sydney (C),2017,575,4
1/9/2021,X700,Sydney,17200,Sydney (C),2018,372,2
1/9/2021,X700,Sydney,17200,Sydney (C),2037,222,1
1/9/2021,X700,Sydney,17200,Sydney (C),2042,319,1
1/9/2021,X700,Sydney,17200,Sydney (C),2050,134,4
2/9/2021,X700,Sydney,17200,Sydney (C),2008,115,4
2/9/2021,X700,Sydney,17200,Sydney (C),2015,193,1
2/9/2021,X700,Sydney,17200,Sydney (C),2016,221,2
2/9/2021,X700,Sydney,17200,Sydney (C),2017,452,3
2/9/2021,X700,Sydney,17200,Sydney (C),2018,271,2
2/9/2021,X700,Sydney,17200,Sydney (C),2037,241,3
2/9/2021,X700,Sydney,17200,Sydney (C),2042,271,1
2/9/2021,X700,Sydney,17200,Sydney (C),2050,239,2
3/9/2021,X700,Sydney,17200,Sydney (C),2008,126,3
3/9/2021,X700,Sydney,17200,Sydney (C),2009,181,3
3/9/2021,X700,Sydney,17200,Sydney (C),2015,322,4
3/9/2021,X700,Sydney,17200,Sydney (C),2016,203,7
3/9/2021,X700,Sydney,17200,Sydney (C),2017,503,11
3/9/2021,X700,Sydney,17200,Sydney (C),2037,266,2
3/9/2021,X700,Sydney,17200,Sydney (C),2042,294,1
3/9/2021,X700,Sydney,17200,Sydney (C),2050,189,5
4/9/2021,X700,Sydney,17200,Sydney (C),2008,101,3
4/9/2021,X700,Sydney,17200,Sydney (C),2015,176,3
4/9/2021,X700,Sydney,17200,Sydney (C),2016,199,7
4/9/2021,X700,Sydney,17200,Sydney (C),2017,365,11
4/9/2021,X700,Sydney,17200,Sydney (C),2018,314,1
4/9/2021,X700,Sydney,17200,Sydney (C),2037,188,1
4/9/2021,X700,Sydney,17200,Sydney (C),2043,130,1
4/9/2021,X700,Sydney,17200,Sydney (C),2050,108,1
5/9/2021,X700,Sydney,17200,Sydney (C),2008,128,2
5/9/2021,X700,Sydney,17200,Sydney (C),2009,176,1
5/9/2021,X700,Sydney,17200,Sydney (C),2015,255,1
5/9/2021,X700,Sydney,17200,Sydney (C),2016,291,6
5/9/2021,X700,Sydney,17200,Sydney (C),2017,509,7
5/9/2021,X700,Sydney,17200,Sydney (C),2018,443,2
5/9/2021,X700,Sydney,17200,Sydney (C),2037,228,2
5/9/2021,X700,Sydney,17200,Sydney (C),2042,294,3
5/9/2021,X700,Sydney,17200,Sydney (C),2043,134,2
5/9/2021,X700,Sydney,17200,Sydney (C),2050,302,5
6/9/2021,X700,Sydney,17200,Sydney (C),2008,147,2
6/9/2021,X700,Sydney,17200,Sydney (C),2009,256,1
6/9/2021,X700,Sydney,17200,Sydney (C),2015,353,7
6/9/2021,X700,Sydney,17200,Sydney (C),2016,313,6
6/9/2021,X700,Sydney,17200,Sydney (C),2017,663,11
6/9/2021,X700,Sydney,17200,Sydney (C),2018,381,2
6/9/2021,X700,Sydney,17200,Sydney (C),2037,299,6
6/9/2021,X700,Sydney,17200,Sydney (C),2042,344,5
6/9/2021,X700,Sydney,17200,Sydney (C),2050,210,1
7/9/2021,X700,Sydney,17200,Sydney (C),2009,175,3
7/9/2021,X700,Sydney,17200,Sydney (C),2015,275,1
7/9/2021,X700,Sydney,17200,Sydney (C),2016,393,10
7/9/2021,X700,Sydney,17200,Sydney (C),2017,519,19
7/9/2021,X700,Sydney,17200,Sydney (C),2018,357,3
7/9/2021,X700,Sydney,17200,Sydney (C),2037,253,5
7/9/2021,X700,Sydney,17200,Sydney (C),2050,160,1
8/9/2021,X700,Sydney,17200,Sydney (C),2007,173,2
8/9/2021,X700,Sydney,17200,Sydney (C),2008,120,1
8/9/2021,X700,Sydney,17200,Sydney (C),2009,209,1
8/9/2021,X700,Sydney,17200,Sydney (C),2015,355,4
8/9/2021,X700,Sydney,17200,Sydney (C),2016,282,14
8/9/2021,X700,Sydney,17200,Sydney (C),2017,647,14
8/9/2021,X700,Sydney,17200,Sydney (C),2018,428,5
8/9/2021,X700,Sydney,17200,Sydney (C),2037,278,15
8/9/2021,X700,Sydney,17200,Sydney (C),2042,297,2
8/9/2021,X700,Sydney,17200,Sydney (C),2043,174,3
9/9/2021,X700,Sydney,17200,Sydney (C),2007,113,1
9/9/2021,X700,Sydney,17200,Sydney (C),2008,126,2
9/9/2021,X700,Sydney,17200,Sydney (C),2009,205,1
9/9/2021,X700,Sydney,17200,Sydney (C),2015,243,3
9/9/2021,X700,Sydney,17200,Sydney (C),2016,375,19
9/9/2021,X700,Sydney,17200,Sydney (C),2017,709,8
9/9/2021,X700,Sydney,17200,Sydney (C),2018,390,5
9/9/2021,X700,Sydney,17200,Sydney (C),2037,266,5
9/9/2021,X700,Sydney,17200,Sydney (C),2042,307,3
9/9/2021,X700,Sydney,17200,Sydney (C),2050,140,7
10/9/2021,X700,Sydney,17200,Sydney (C),2007,102,1
10/9/2021,X700,Sydney,17200,Sydney (C),2008,112,2
10/9/2021,X700,Sydney,17200,Sydney (C),2009,293,1
10/9/2021,X700,Sydney,17200,Sydney (C),2015,367,1
10/9/2021,X700,Sydney,17200,Sydney (C),2016,306,11
10/9/2021,X700,Sydney,17200,Sydney (C),2017,750,18
10/9/2021,X700,Sydney,17200,Sydney (C),2018,372,8
10/9/2021,X700,Sydney,17200,Sydney (C),2037,269,7
10/9/2021,X700,Sydney,17200,Sydney (C),2042,315,1
10/9/2021,X700,Sydney,17200,Sydney (C),2050,131,2
11/9/2021,X700,Sydney,17200,Sydney (C),2007,97,1
11/9/2021,X700,Sydney,17200,Sydney (C),2008,130,1
11/9/2021,X700,Sydney,17200,Sydney (C),2009,268,2
11/9/2021,X700,Sydney,17200,Sydney (C),2015,184,3
11/9/2021,X700,Sydney,17200,Sydney (C),2016,185,13
11/9/2021,X700,Sydney,17200,Sydney (C),2017,476,8
11/9/2021,X700,Sydney,17200,Sydney (C),2018,251,4
11/9/2021,X700,Sydney,17200,Sydney (C),2037,239,8
11/9/2021,X700,Sydney,17200,Sydney (C),2042,256,2
11/9/2021,X700,Sydney,17200,Sydney (C),2043,109,1
11/9/2021,X700,Sydney,17200,Sydney (C),2050,191,1
12/9/2021,X700,Sydney,17200,Sydney (C),2009,333,1
12/9/2021,X700,Sydney,17200,Sydney (C),2015,215,1
12/9/2021,X700,Sydney,17200,Sydney (C),2016,249,11
12/9/2021,X700,Sydney,17200,Sydney (C),2017,728,12
12/9/2021,X700,Sydney,17200,Sydney (C),2018,433,4
12/9/2021,X700,Sydney,17200,Sydney (C),2037,255,3
12/9/2021,X700,Sydney,17200,Sydney (C),2042,306,4
12/9/2021,X700,Sydney,17200,Sydney (C),2043,141,2
12/9/2021,X700,Sydney,17200,Sydney (C),2050,150,2
13/9/2021,X700,Sydney,17200,Sydney (C),2009,259,1
13/9/2021,X700,Sydney,17200,Sydney (C),2016,367,5
13/9/2021,X700,Sydney,17200,Sydney (C),2017,757,5
13/9/2021,X700,Sydney,17200,Sydney (C),2018,422,13
13/9/2021,X700,Sydney,17200,Sydney (C),2042,365,5
13/9/2021,X700,Sydney,17200,Sydney (C),2043,188,1
13/9/2021,X700,Sydney,17200,Sydney (C),2050,237,3
14/9/2021,X700,Sydney,17200,Sydney (C),2007,111,2
14/9/2021,X700,Sydney,17200,Sydney (C),2008,130,1
14/9/2021,X700,Sydney,17200,Sydney (C),2009,208,2
14/9/2021,X700,Sydney,17200,Sydney (C),2016,556,3
14/9/2021,X700,Sydney,17200,Sydney (C),2017,566,22
14/9/2021,X700,Sydney,17200,Sydney (C),2018,373,7
14/9/2021,X700,Sydney,17200,Sydney (C),2037,225,9
14/9/2021,X700,Sydney,17200,Sydney (C),2042,268,4
15/9/2021,X700,Sydney,17200,Sydney (C),2015,327,1
15/9/2021,X700,Sydney,17200,Sydney (C),2016,379,15
15/9/2021,X700,Sydney,17200,Sydney (C),2017,651,10
15/9/2021,X700,Sydney,17200,Sydney (C),2018,494,6
15/9/2021,X700,Sydney,17200,Sydney (C),2037,216,4
15/9/2021,X700,Sydney,17200,Sydney (C),2043,131,1
15/9/2021,X700,Sydney,17200,Sydney (C),2050,186,3
16/9/2021,X700,Sydney,17200,Sydney (C),2015,178,1
16/9/2021,X700,Sydney,17200,Sydney (C),2016,276,6
16/9/2021,X700,Sydney,17200,Sydney (C),2017,505,10
16/9/2021,X700,Sydney,17200,Sydney (C),2018,341,4
16/9/2021,X700,Sydney,17200,Sydney (C),2037,201,6
16/9/2021,X700,Sydney,17200,Sydney (C),2042,236,4
16/9/2021,X700,Sydney,17200,Sydney (C),2043,117,2
17/9/2021,X700,Sydney,17200,Sydney (C),2007,92,2
17/9/2021,X700,Sydney,17200,Sydney (C),2008,121,4
17/9/2021,X700,Sydney,17200,Sydney (C),2009,151,2
17/9/2021,X700,Sydney,17200,Sydney (C),2016,267,10
17/9/2021,X700,Sydney,17200,Sydney (C),2017,569,18
17/9/2021,X700,Sydney,17200,Sydney (C),2018,336,8
17/9/2021,X700,Sydney,17200,Sydney (C),2037,227,4
17/9/2021,X700,Sydney,17200,Sydney (C),2042,379,1
17/9/2021,X700,Sydney,17200,Sydney (C),2043,132,3
17/9/2021,X700,Sydney,17200,Sydney (C),2050,125,1
18/9/2021,X700,Sydney,17200,Sydney (C),2008,91,1
18/9/2021,X700,Sydney,17200,Sydney (C),2015,170,2
18/9/2021,X700,Sydney,17200,Sydney (C),2016,163,8
18/9/2021,X700,Sydney,17200,Sydney (C),2017,500,11
18/9/2021,X700,Sydney,17200,Sydney (C),2018,338,1
18/9/2021,X700,Sydney,17200,Sydney (C),2037,194,4
18/9/2021,X700,Sydney,17200,Sydney (C),2042,309,1
18/9/2021,X700,Sydney,17200,Sydney (C),2043,111,1
18/9/2021,X700,Sydney,17200,Sydney (C),2050,109,3
19/9/2021,X700,Sydney,17200,Sydney (C),2007,84,1
19/9/2021,X700,Sydney,17200,Sydney (C),2015,211,3
19/9/2021,X700,Sydney,17200,Sydney (C),2016,209,3
19/9/2021,X700,Sydney,17200,Sydney (C),2017,553,10
19/9/2021,X700,Sydney,17200,Sydney (C),2018,531,4
19/9/2021,X700,Sydney,17200,Sydney (C),2037,182,3
19/9/2021,X700,Sydney,17200,Sydney (C),2042,278,1
19/9/2021,X700,Sydney,17200,Sydney (C),2050,155,4
20/9/2021,X700,Sydney,17200,Sydney (C),2007,95,1
20/9/2021,X700,Sydney,17200,Sydney (C),2008,134,1
20/9/2021,X700,Sydney,17200,Sydney (C),2009,179,4
20/9/2021,X700,Sydney,17200,Sydney (C),2015,304,3
20/9/2021,X700,Sydney,17200,Sydney (C),2016,279,5
20/9/2021,X700,Sydney,17200,Sydney (C),2017,821,14
20/9/2021,X700,Sydney,17200,Sydney (C),2018,478,2
20/9/2021,X700,Sydney,17200,Sydney (C),2037,248,4
20/9/2021,X700,Sydney,17200,Sydney (C),2042,318,1
20/9/2021,X700,Sydney,17200,Sydney (C),2043,172,1
20/9/2021,X700,Sydney,17200,Sydney (C),2050,146,1
21/9/2021,X700,Sydney,17200,Sydney (C),2007,102,1
21/9/2021,X700,Sydney,17200,Sydney (C),2009,246,1
21/9/2021,X700,Sydney,17200,Sydney (C),2016,292,5
21/9/2021,X700,Sydney,17200,Sydney (C),2017,715,8
21/9/2021,X700,Sydney,17200,Sydney (C),2018,392,3
21/9/2021,X700,Sydney,17200,Sydney (C),2037,268,8
21/9/2021,X700,Sydney,17200,Sydney (C),2042,244,2
21/9/2021,X700,Sydney,17200,Sydney (C),2043,141,1
21/9/2021,X700,Sydney,17200,Sydney (C),2050,145,1
22/9/2021,X700,Sydney,17200,Sydney (C),2007,94,1
22/9/2021,X700,Sydney,17200,Sydney (C),2008,128,3
22/9/2021,X700,Sydney,17200,Sydney (C),2009,203,3
22/9/2021,X700,Sydney,17200,Sydney (C),2015,298,3
22/9/2021,X700,Sydney,17200,Sydney (C),2016,191,7
22/9/2021,X700,Sydney,17200,Sydney (C),2017,633,5
22/9/2021,X700,Sydney,17200,Sydney (C),2018,396,8
22/9/2021,X700,Sydney,17200,Sydney (C),2037,221,5
22/9/2021,X700,Sydney,17200,Sydney (C),2042,292,3
22/9/2021,X700,Sydney,17200,Sydney (C),2043,141,2
22/9/2021,X700,Sydney,17200,Sydney (C),2050,189,2
23/9/2021,X700,Sydney,17200,Sydney (C),2016,209,6
23/9/2021,X700,Sydney,17200,Sydney (C),2017,422,10
23/9/2021,X700,Sydney,17200,Sydney (C),2018,297,3
23/9/2021,X700,Sydney,17200,Sydney (C),2037,214,4
23/9/2021,X700,Sydney,17200,Sydney (C),2042,269,2
23/9/2021,X700,Sydney,17200,Sydney (C),2050,138,1
24/9/2021,X700,Sydney,17200,Sydney (C),2008,108,1
24/9/2021,X700,Sydney,17200,Sydney (C),2009,136,1
24/9/2021,X700,Sydney,17200,Sydney (C),2016,223,5
24/9/2021,X700,Sydney,17200,Sydney (C),2017,398,6
24/9/2021,X700,Sydney,17200,Sydney (C),2018,338,11
24/9/2021,X700,Sydney,17200,Sydney (C),2037,193,3
24/9/2021,X700,Sydney,17200,Sydney (C),2043,116,3
24/9/2021,X700,Sydney,17200,Sydney (C),2050,120,2
25/9/2021,X700,Sydney,17200,Sydney (C),2007,108,1
25/9/2021,X700,Sydney,17200,Sydney (C),2009,144,1
25/9/2021,X700,Sydney,17200,Sydney (C),2016,191,9
25/9/2021,X700,Sydney,17200,Sydney (C),2017,392,4
25/9/2021,X700,Sydney,17200,Sydney (C),2018,316,10
25/9/2021,X700,Sydney,17200,Sydney (C),2042,271,1
26/9/2021,X700,Sydney,17200,Sydney (C),2009,142,1
26/9/2021,X700,Sydney,17200,Sydney (C),2016,184,1
26/9/2021,X700,Sydney,17200,Sydney (C),2017,440,5
26/9/2021,X700,Sydney,17200,Sydney (C),2018,386,10
27/9/2021,X700,Sydney,17200,Sydney (C),2007,93,1
27/9/2021,X700,Sydney,17200,Sydney (C),2016,259,1
27/9/2021,X700,Sydney,17200,Sydney (C),2017,493,5
27/9/2021,X700,Sydney,17200,Sydney (C),2018,377,5
27/9/2021,X700,Sydney,17200,Sydney (C),2037,231,4
27/9/2021,X700,Sydney,17200,Sydney (C),2043,142,1
27/9/2021,X700,Sydney,17200,Sydney (C),2050,167,1
28/9/2021,X700,Sydney,17200,Sydney (C),2008,112,1
28/9/2021,X700,Sydney,17200,Sydney (C),2009,134,3
28/9/2021,X700,Sydney,17200,Sydney (C),2016,233,1
28/9/2021,X700,Sydney,17200,Sydney (C),2017,430,3
28/9/2021,X700,Sydney,17200,Sydney (C),2018,249,3
28/9/2021,X700,Sydney,17200,Sydney (C),2037,181,1
28/9/2021,X700,Sydney,17200,Sydney (C),2042,293,1
28/9/2021,X700,Sydney,17200,Sydney (C),2043,122,1
29/9/2021,X700,Sydney,17200,Sydney (C),2007,94,3
29/9/2021,X700,Sydney,17200,Sydney (C),2008,97,1
29/9/2021,X700,Sydney,17200,Sydney (C),2016,176,3
29/9/2021,X700,Sydney,17200,Sydney (C),2017,461,3
29/9/2021,X700,Sydney,17200,Sydney (C),2018,341,3
29/9/2021,X700,Sydney,17200,Sydney (C),2037,216,2
29/9/2021,X700,Sydney,17200,Sydney (C),2042,213,2
29/9/2021,X700,Sydney,17200,Sydney (C),2050,125,1
30/9/2021,X700,Sydney,17200,Sydney (C),2007,69,1
30/9/2021,X700,Sydney,17200,Sydney (C),2009,91,2
30/9/2021,X700,Sydney,17200,Sydney (C),2016,145,2
30/9/2021,X700,Sydney,17200,Sydney (C),2017,363,3
30/9/2021,X700,Sydney,17200,Sydney (C),2018,251,1
30/9/2021,X700,Sydney,17200,Sydney (C),2037,155,4
1/10/2021,X700,Sydney,17200,Sydney (C),2007,61,2
1/10/2021,X700,Sydney,17200,Sydney (C),2008,88,1
1/10/2021,X700,Sydney,17200,Sydney (C),2009,81,3
1/10/2021,X700,Sydney,17200,Sydney (C),2016,195,4
1/10/2021,X700,Sydney,17200,Sydney (C),2017,346,3
1/10/2021,X700,Sydney,17200,Sydney (C),2018,256,4
1/10/2021,X700,Sydney,17200,Sydney (C),2042,198,2
1/10/2021,X700,Sydney,17200,Sydney (C),2043,88,2
2/10/2021,X700,Sydney,17200,Sydney (C),2007,64,3
2/10/2021,X700,Sydney,17200,Sydney (C),2008,71,2
2/10/2021,X700,Sydney,17200,Sydney (C),2009,93,1
2/10/2021,X700,Sydney,17200,Sydney (C),2015,130,2
2/10/2021,X700,Sydney,17200,Sydney (C),2016,185,1
2/10/2021,X700,Sydney,17200,Sydney (C),2017,273,2
2/10/2021,X700,Sydney,17200,Sydney (C),2018,196,1
2/10/2021,X700,Sydney,17200,Sydney (C),2037,163,2
3/10/2021,X700,Sydney,17200,Sydney (C),2008,63,1
3/10/2021,X700,Sydney,17200,Sydney (C),2009,100,1
3/10/2021,X700,Sydney,17200,Sydney (C),2016,120,2
3/10/2021,X700,Sydney,17200,Sydney (C),2017,256,3
3/10/2021,X700,Sydney,17200,Sydney (C),2037,129,2
4/10/2021,X700,Sydney,17200,Sydney (C),2007,68,2
4/10/2021,X700,Sydney,17200,Sydney (C),2008,92,1
4/10/2021,X700,Sydney,17200,Sydney (C),2009,98,1
4/10/2021,X700,Sydney,17200,Sydney (C),2015,109,2
4/10/2021,X700,Sydney,17200,Sydney (C),2017,293,1
5/10/2021,X700,Sydney,17200,Sydney (C),2016,232,2
5/10/2021,X700,Sydney,17200,Sydney (C),2017,483,2
6/10/2021,X700,Sydney,17200,Sydney (C),2009,104,1
6/10/2021,X700,Sydney,17200,Sydney (C),2017,383,2
6/10/2021,X700,Sydney,17200,Sydney (C),2018,291,1
7/10/2021,X700,Sydney,17200,Sydney (C),2017,302,1
7/10/2021,X700,Sydney,17200,Sydney (C),2018,211,1
7/10/2021,X700,Sydney,17200,Sydney (C),2042,189,2
8/10/2021,X700,Sydney,17200,Sydney (C),2008,82,1
8/10/2021,X700,Sydney,17200,Sydney (C),2016,179,1
8/10/2021,X700,Sydney,17200,Sydney (C),2017,312,2
8/10/2021,X700,Sydney,17200,Sydney (C),2042,224,2
8/10/2021,X700,Sydney,17200,Sydney (C),2050,120,1
9/10/2021,X700,Sydney,17200,Sydney (C),2016,158,1
9/10/2021,X700,Sydney,17200,Sydney (C),2042,224,1
9/10/2021,X700,Sydney,17200,Sydney (C),2043,88,1
10/10/2021,X700,Sydney,17200,Sydney (C),2015,162,1
10/10/2021,X700,Sydney,17200,Sydney (C),2016,131,2
11/10/2021,X700,Sydney,17200,Sydney (C),2008,97,1
11/10/2021,X700,Sydney,17200,Sydney (C),2016,184,1
11/10/2021,X700,Sydney,17200,Sydney (C),2018,260,1
11/10/2021,X700,Sydney,17200,Sydney (C),2042,248,1
12/10/2021,X700,Sydney,17200,Sydney (C),2017,270,1
12/10/2021,X700,Sydney,17200,Sydney (C),2042,231,2
12/10/2021,X700,Sydney,17200,Sydney (C),2050,112,1
13/10/2021,X700,Sydney,17200,Sydney (C),2016,150,1
